id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX01078,2026-05-27,Malang,Aksesoris,Keyboard Mechanical,550000,3,1650000,Tunai,Laki-laki,35,3,Tidak,450000
TRX01079,2026-04-11,Malang,Laptop,HP 14,9000000,1,9000000,E-Wallet,Perempuan,31,4,Tidak,440000
TRX01080,2026-05-09,Jakarta,Aksesoris,Keyboard Mechanical,150000,4,600000,E-Wallet,Perempuan,20,5,Tidak,1000000
TRX01081,2026-06-27,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",5350000,5,26750000,E-Wallet,Perempuan,24,4,Tidak,960000
TRX01082,2026-01-21,Jakarta,Smartphone,OPPO Reno 12,10200000,4,50924000,Kredit,Laki-laki,43,4,Ya,740000
TRX01083,2026-06-12,Bandung,Smartphone,Vivo V30,6650000,1,7571000,Debit,Perempuan,22,5,Ya,280000
TRX01084,2026-01-13,Malang,Laptop,Acer Aspire 5,9550000,4,46786000,E-Wallet,Perempuan,25,3,Ya,510000
TRX01085,2026-04-22,Jakarta,Smartphone,OPPO Reno 12,12000000,1,14265000,Debit,Laki-laki,50,3,Ya,1050000
TRX01086,2026-03-22,Surabaya,Aksesoris,Keyboard Mechanical,550000,3,1938000,E-Wallet,Laki-laki,36,5,Ya,610000
TRX01087,2026-04-10,Jakarta,Laptop,Lenovo IdeaPad Slim 3,17700000,1,17700000,Tunai,Laki-laki,23,4,Tidak,660000
TRX01088,2026-05-24,Malang,Smartphone,Samsung Galaxy A15,2800000,3,8400000,Debit,Laki-laki,26,2,Tidak,360000
TRX01089,2026-03-05,Jakarta,Aksesoris,Headset Bluetooth,1100000,5,6793000,Tunai,Laki-laki,55,4,Ya,840000
TRX01090,2026-01-06,Surabaya,Laptop,HP 14,10900000,2,21800000,Tunai,Laki-laki,44,2,Tidak,620000
TRX01091,2026-06-18,Surabaya,Smartphone,OPPO Reno 12,10200000,1,10200000,Kredit,Perempuan,59,3,Tidak,580000
TRX01092,2026-05-21,Jakarta,Smartphone,Vivo V30,5000000,1,5539000,Debit,Perempuan,56,2,Ya,920000
TRX01093,2026-02-24,Surabaya,Smartphone,Samsung Galaxy A15,2150000,1,2150000,E-Wallet,Laki-laki,51,3,Tidak,490000
TRX01094,2026-05-30,Bandung,Laptop,Acer Aspire 5,9850000,1,11672000,E-Wallet,Perempuan,56,2,Ya,470000
TRX01095,2026-02-19,Jakarta,Elektronik Rumah Tangga,Air Fryer,2200000,1,2200000,Tunai,Perempuan,48,5,Tidak,690000
TRX01096,2026-06-05,Jakarta,Laptop,HP 14,13450000,1,13450000,Tunai,Laki-laki,23,3,Tidak,880000
TRX01097,2026-04-28,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",1950000,3,5850000,Kredit,Perempuan,51,3,Tidak,460000
TRX01098,2026-02-18,Surabaya,Smartphone,Vivo V30,7050000,2,14100000,Kredit,Laki-laki,55,5,Tidak,720000
TRX01099,2026-03-02,Surabaya,Smartphone,Vivo V30,9500000,2,20360000,E-Wallet,Perempuan,47,3,Ya,530000
TRX01100,2026-03-18,Jakarta,Laptop,ASUS Vivobook 14,14550000,2,29100000,Debit,Laki-laki,60,2,Tidak,1050000
TRX01101,2026-05-29,Jakarta,Elektronik Rumah Tangga,Air Fryer,6150000,1,6150000,Debit,Laki-laki,59,5,Tidak,890000
TRX01102,2026-06-19,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,2400000,1,2827000,Tunai,Laki-laki,20,4,Ya,450000
TRX01103,2026-03-28,Surabaya,Smartphone,OPPO Reno 12,7900000,1,8597000,Debit,Laki-laki,45,4,Ya,630000
TRX01104,2026-06-13,Jakarta,Laptop,Lenovo IdeaPad Slim 3,15300000,4,68120000,E-Wallet,Perempuan,43,4,Ya,830000
TRX01105,2026-02-16,Jakarta,Elektronik Rumah Tangga,Kipas Angin,4300000,2,8600000,E-Wallet,Perempuan,27,2,Tidak,900000
TRX01106,2026-04-12,Jakarta,Aksesoris,Headset Bluetooth,400000,3,1200000,E-Wallet,Perempuan,53,4,Tidak,1190000
TRX01107,2026-05-27,Malang,Elektronik Rumah Tangga,Kipas Angin,3400000,3,10200000,E-Wallet,Perempuan,52,5,Tidak,450000
TRX01108,2026-02-04,Jakarta,Laptop,Lenovo IdeaPad Slim 3,9750000,3,29250000,Tunai,Perempuan,60,5,Tidak,840000
TRX01109,2026-04-19,Jakarta,Smartphone,Xiaomi Redmi Note 14,9150000,1,10732000,Kredit,Laki-laki,53,5,Ya,880000
TRX01110,2026-01-16,Jakarta,Laptop,ASUS Vivobook 14,14950000,2,37257000,E-Wallet,Perempuan,49,4,Ya,860000
TRX01111,2026-02-05,Malang,Elektronik Rumah Tangga,Air Fryer,6500000,2,13000000,Kredit,Laki-laki,28,2,Tidak,380000
TRX01112,2026-05-15,Jakarta,Aksesoris,Mouse Wireless,800000,2,1600000,Debit,Perempuan,35,4,Tidak,990000
TRX01113,2026-01-04,Surabaya,Laptop,HP 14,13750000,1,14674000,Kredit,Laki-laki,34,4,Ya,650000
TRX01114,2026-05-10,Jakarta,Smartphone,Samsung Galaxy A15,5350000,4,21400000,E-Wallet,Laki-laki,28,3,Tidak,860000
TRX01115,2026-01-03,Surabaya,Laptop,HP 14,15400000,2,30800000,Kredit,Laki-laki,46,5,Tidak,620000
TRX01116,2026-05-09,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",6550000,1,6550000,Kredit,Laki-laki,55,3,Tidak,310000
TRX01117,2026-02-10,Jakarta,Laptop,Acer Aspire 5,9950000,3,36853000,E-Wallet,Laki-laki,32,2,Ya,910000
TRX01118,2026-03-25,Jakarta,Laptop,HP 14,9500000,1,11401000,E-Wallet,Perempuan,51,4,Ya,750000
TRX01119,2026-03-17,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",7350000,3,24453000,Tunai,Laki-laki,50,5,Ya,790000
TRX01120,2026-01-10,Bandung,Smartphone,Samsung Galaxy A15,5750000,2,12719000,E-Wallet,Perempuan,35,5,Ya,380000
TRX01121,2026-05-05,Jakarta,Smartphone,OPPO Reno 12,6500000,2,14145000,Kredit,Perempuan,36,3,Ya,880000
TRX01122,2026-02-23,Malang,Smartphone,OPPO Reno 12,2100000,3,6300000,E-Wallet,Perempuan,19,4,Tidak,390000
TRX01123,2026-02-16,Bandung,Smartphone,Vivo V30,11450000,4,45800000,Debit,Laki-laki,47,5,Tidak,480000
TRX01124,2026-02-04,Malang,Smartphone,Vivo V30,11050000,1,11050000,Tunai,Laki-laki,43,4,Tidak,410000
TRX01125,2026-04-09,Malang,Laptop,HP 14,16400000,3,49200000,E-Wallet,Perempuan,53,4,Tidak,430000
TRX01126,2026-04-18,Bandung,Aksesoris,Mouse Wireless,350000,2,765000,E-Wallet,Perempuan,31,4,Ya,410000
TRX01127,2026-01-06,Bandung,Aksesoris,Power Bank,350000,3,1050000,Kredit,Laki-laki,23,2,Tidak,300000
TRX01128,2026-05-06,Bandung,Laptop,ASUS Vivobook 14,10600000,4,42400000,Kredit,Perempuan,51,3,Tidak,430000
TRX01129,2026-05-11,Bandung,Smartphone,Samsung Galaxy A15,2650000,2,5601000,Debit,Laki-laki,26,4,Ya,360000
TRX01130,2026-03-30,Bandung,Laptop,Acer Aspire 5,10100000,1,10900000,Tunai,Perempuan,18,4,Ya,450000
TRX01131,2026-06-03,Bandung,Smartphone,OPPO Reno 12,4250000,5,21250000,Debit,Laki-laki,58,3,Tidak,400000
TRX01132,2026-05-30,Surabaya,Elektronik Rumah Tangga,Air Fryer,2500000,2,5000000,Debit,Laki-laki,58,2,Tidak,620000
TRX01133,2026-05-20,Surabaya,Smartphone,OPPO Reno 12,3150000,2,7541000,Kredit,Laki-laki,31,3,Ya,600000
TRX01134,2026-03-13,Surabaya,Smartphone,OPPO Reno 12,3450000,2,8531000,E-Wallet,Laki-laki,28,4,Ya,490000
TRX01135,2026-06-17,Malang,Smartphone,Vivo V30,7850000,1,8725000,E-Wallet,Perempuan,43,1,Ya,430000
TRX01136,2026-06-22,Jakarta,Laptop,ASUS Vivobook 14,13000000,6,92951000,Debit,Perempuan,36,4,Ya,700000
TRX01137,2026-06-07,Malang,Smartphone,Xiaomi Redmi Note 14,5600000,2,11200000,E-Wallet,Perempuan,45,5,Tidak,550000
TRX01138,2026-05-30,Bandung,Laptop,Acer Aspire 5,14650000,2,36536000,Debit,Laki-laki,20,5,Ya,530000
TRX01139,2026-03-11,Malang,Aksesoris,Headset Bluetooth,1150000,1,1252000,Tunai,Laki-laki,24,5,Ya,560000
TRX01140,2026-04-30,Bandung,Laptop,ASUS Vivobook 14,9750000,1,9750000,Debit,Perempuan,59,4,Tidak,450000
TRX01141,2026-04-29,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",4950000,4,23288000,E-Wallet,Perempuan,40,2,Ya,640000
TRX01142,2026-01-21,Jakarta,Smartphone,Vivo V30,4600000,4,21636000,E-Wallet,Laki-laki,48,4,Ya,750000
TRX01143,2026-03-28,Surabaya,Elektronik Rumah Tangga,Kipas Angin,6750000,2,16241000,Debit,Laki-laki,22,3,Ya,650000
TRX01144,2026-01-06,Jakarta,Elektronik Rumah Tangga,Air Fryer,4800000,1,4800000,Kredit,Perempuan,52,5,Tidak,750000
TRX01145,2026-02-25,Malang,Laptop,Lenovo IdeaPad Slim 3,7150000,2,14300000,Kredit,Laki-laki,37,4,Tidak,550000
TRX01146,2026-02-04,Jakarta,Smartphone,OPPO Reno 12,6000000,3,20511000,E-Wallet,Perempuan,22,4,Ya,660000
TRX01147,2026-04-08,Bandung,Elektronik Rumah Tangga,Kipas Angin,3900000,3,12400000,Kredit,Laki-laki,52,4,Ya,510000
TRX01148,2026-05-20,Jakarta,Laptop,ASUS Vivobook 14,10250000,3,30750000,Debit,Perempuan,59,4,Tidak,680000
TRX01149,2026-01-02,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",3450000,3,10350000,Debit,Laki-laki,31,2,Tidak,1040000
TRX01150,2026-01-30,Malang,Laptop,Acer Aspire 5,17600000,1,17600000,Debit,Perempuan,49,4,Tidak,420000
TRX01151,2026-05-31,Surabaya,Smartphone,OPPO Reno 12,11000000,3,33000000,Debit,Laki-laki,36,5,Tidak,630000
TRX01152,2026-05-11,Surabaya,Aksesoris,Headset Bluetooth,200000,3,600000,Tunai,Perempuan,44,4,Tidak,690000
TRX01153,2026-05-21,Bandung,Laptop,HP 14,13300000,4,53200000,Debit,Laki-laki,56,4,Tidak,370000
TRX01154,2026-02-05,Bandung,Aksesoris,Keyboard Mechanical,700000,1,700000,Kredit,Perempuan,40,5,Tidak,350000
TRX01155,2026-04-11,Jakarta,Elektronik Rumah Tangga,Kipas Angin,450000,1,450000,Debit,Laki-laki,43,4,Tidak,1060000
TRX01156,2026-03-13,Jakarta,Laptop,Acer Aspire 5,8050000,3,24150000,Kredit,Perempuan,48,4,Tidak,840000
TRX01157,2026-05-05,Surabaya,Laptop,ASUS Vivobook 14,14800000,1,14800000,Debit,Perempuan,39,4,Tidak,440000
TRX01158,2026-04-20,Bandung,Elektronik Rumah Tangga,Kipas Angin,1350000,3,4945000,Kredit,Perempuan,52,4,Ya,460000
TRX01159,2026-03-27,Malang,Aksesoris,Keyboard Mechanical,450000,5,2250000,E-Wallet,Perempuan,26,3,Tidak,500000
TRX01160,2026-05-01,Jakarta,Aksesoris,Headset Bluetooth,900000,2,1800000,Kredit,Perempuan,19,4,Tidak,850000
TRX01161,2026-06-25,Bandung,Elektronik Rumah Tangga,Air Fryer,4950000,1,4950000,Debit,Perempuan,27,3,Tidak,380000
TRX01162,2026-04-20,Jakarta,Laptop,Acer Aspire 5,16850000,2,33700000,Debit,Laki-laki,31,5,Tidak,1090000
TRX01163,2026-03-18,Bandung,Laptop,ASUS Vivobook 14,7050000,1,7050000,E-Wallet,Perempuan,60,4,Tidak,440000
TRX01164,2026-06-29,Malang,Laptop,HP 14,15350000,1,15350000,E-Wallet,Laki-laki,57,3,Tidak,520000
TRX01165,2026-04-27,Surabaya,Smartphone,Vivo V30,6600000,1,8190000,Debit,Perempuan,50,5,Ya,480000
TRX01166,2026-06-13,Surabaya,Elektronik Rumah Tangga,Kipas Angin,4250000,3,12750000,Kredit,Perempuan,18,4,Tidak,600000
TRX01167,2026-03-31,Bandung,Aksesoris,Keyboard Mechanical,650000,1,650000,E-Wallet,Perempuan,57,4,Tidak,450000
TRX01168,2026-01-27,Bandung,Smartphone,Vivo V30,11500000,2,23000000,Debit,Laki-laki,39,5,Tidak,400000
TRX01169,2026-04-19,Jakarta,Laptop,Lenovo IdeaPad Slim 3,7300000,2,17850000,Kredit,Laki-laki,23,5,Ya,1090000
TRX01170,2026-02-21,Malang,Elektronik Rumah Tangga,"Smart TV 43""",7350000,5,36750000,E-Wallet,Laki-laki,38,4,Tidak,520000
TRX01171,2026-01-02,Surabaya,Elektronik Rumah Tangga,Air Fryer,4450000,3,13350000,Kredit,Laki-laki,40,1,Tidak,580000
TRX01172,2026-05-19,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",7200000,1,7200000,Tunai,Perempuan,18,4,Tidak,400000
TRX01173,2026-05-07,Jakarta,Aksesoris,Mouse Wireless,850000,5,4250000,Debit,Laki-laki,48,2,Tidak,950000
TRX01174,2026-03-26,Bandung,Aksesoris,Keyboard Mechanical,850000,2,1878000,Kredit,Laki-laki,35,4,Ya,440000
TRX01175,2026-06-18,Surabaya,Laptop,Acer Aspire 5,7300000,2,16904000,Kredit,Perempuan,45,5,Ya,630000
TRX01176,2026-03-19,Bandung,Elektronik Rumah Tangga,Kipas Angin,1700000,1,1700000,Debit,Laki-laki,35,2,Tidak,440000
TRX01177,2026-03-17,Malang,Laptop,Lenovo IdeaPad Slim 3,13300000,3,39900000,Tunai,Laki-laki,37,3,Tidak,510000
TRX01178,2026-03-12,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,5850000,2,11700000,Debit,Laki-laki,58,4,Tidak,980000
TRX01179,2026-04-19,Bandung,Aksesoris,Keyboard Mechanical,1000000,3,3000000,Debit,Perempuan,19,4,Tidak,320000
TRX01180,2026-05-13,Malang,Laptop,Acer Aspire 5,17000000,2,34000000,Debit,Laki-laki,25,4,Tidak,440000
TRX01181,2026-02-03,Malang,Smartphone,Vivo V30,10750000,1,10750000,Kredit,Perempuan,60,5,Tidak,460000
TRX01182,2026-04-01,Jakarta,Elektronik Rumah Tangga,Kipas Angin,5850000,2,12485000,Kredit,Perempuan,57,4,Ya,970000
TRX01183,2026-03-25,Jakarta,Smartphone,OPPO Reno 12,10550000,5,52750000,Tunai,Perempuan,34,4,Tidak,720000
TRX01184,2026-01-19,Malang,Elektronik Rumah Tangga,Air Fryer,7250000,3,22920000,Debit,Perempuan,50,5,Ya,500000
TRX01185,2026-01-27,Malang,Smartphone,OPPO Reno 12,9250000,3,33557000,Kredit,Perempuan,59,4,Ya,390000
TRX01186,2026-03-07,Bandung,Smartphone,Xiaomi Redmi Note 14,9450000,4,43176000,Kredit,Perempuan,22,3,Ya,420000
TRX01187,2026-04-07,Surabaya,Laptop,ASUS Vivobook 14,13500000,3,40500000,Debit,Laki-laki,49,4,Tidak,570000
TRX01188,2026-04-06,Bandung,Laptop,Acer Aspire 5,9150000,5,55117000,E-Wallet,Laki-laki,24,3,Ya,340000
TRX01189,2026-02-12,Malang,Aksesoris,Headset Bluetooth,550000,1,550000,Debit,Laki-laki,59,3,Tidak,570000
TRX01190,2026-02-21,Jakarta,Aksesoris,Mouse Wireless,350000,2,700000,Tunai,Laki-laki,22,4,Tidak,880000
TRX01191,2026-02-10,Malang,Aksesoris,Keyboard Mechanical,350000,1,350000,E-Wallet,Laki-laki,40,4,Tidak,480000
TRX01192,2026-01-23,Surabaya,Laptop,Acer Aspire 5,17550000,1,17550000,Debit,Laki-laki,46,4,Tidak,570000
TRX01193,2026-01-20,Malang,Elektronik Rumah Tangga,"Smart TV 43""",7500000,3,22500000,Tunai,Perempuan,33,4,Tidak,480000
TRX01194,2026-04-11,Jakarta,Smartphone,Xiaomi Redmi Note 14,3350000,5,16750000,Tunai,Perempuan,54,3,Tidak,1030000
TRX01195,2026-03-28,Jakarta,Aksesoris,Mouse Wireless,1200000,1,1200000,Kredit,Laki-laki,45,3,Tidak,730000
TRX01196,2026-05-21,Surabaya,Aksesoris,Power Bank,250000,2,500000,Kredit,Laki-laki,41,3,Tidak,630000
TRX01197,2026-02-06,Jakarta,Aksesoris,Power Bank,150000,2,300000,Debit,Laki-laki,22,3,Tidak,730000
TRX01198,2026-04-27,Surabaya,Smartphone,Vivo V30,9900000,1,9900000,E-Wallet,Laki-laki,28,4,Tidak,660000
TRX01199,2026-04-21,Jakarta,Smartphone,OPPO Reno 12,8500000,5,42500000,E-Wallet,Perempuan,53,4,Tidak,1030000
TRX01200,2026-02-07,Bandung,Aksesoris,Keyboard Mechanical,1150000,1,1150000,Debit,Laki-laki,55,4,Tidak,330000
TRX01201,2026-01-23,Malang,Smartphone,Vivo V30,6250000,3,18750000,E-Wallet,Laki-laki,33,3,Tidak,490000
TRX01202,2026-04-05,Jakarta,Smartphone,Xiaomi Redmi Note 14,4400000,3,13200000,Kredit,Laki-laki,43,1,Tidak,730000
TRX01203,2026-02-13,Surabaya,Laptop,HP 14,14900000,1,14900000,E-Wallet,Laki-laki,41,3,Tidak,540000
TRX01204,2026-02-28,Malang,Smartphone,Vivo V30,1900000,2,3800000,Tunai,Perempuan,19,5,Tidak,430000
TRX01205,2026-06-04,Bandung,Laptop,HP 14,11600000,3,34800000,Debit,Perempuan,20,5,Tidak,400000
TRX01206,2026-03-02,Bandung,Aksesoris,Mouse Wireless,900000,3,3109000,Tunai,Laki-laki,29,4,Ya,370000
TRX01207,2026-06-25,Surabaya,Laptop,ASUS Vivobook 14,15250000,1,15250000,E-Wallet,Perempuan,52,4,Tidak,600000
TRX01208,2026-03-28,Malang,Laptop,Lenovo IdeaPad Slim 3,12050000,1,14324000,E-Wallet,Laki-laki,59,1,Ya,450000
TRX01209,2026-06-09,Jakarta,Aksesoris,Mouse Wireless,650000,1,650000,E-Wallet,Perempuan,25,4,Tidak,1070000
TRX01210,2026-02-15,Surabaya,Aksesoris,Power Bank,800000,3,2400000,Tunai,Laki-laki,22,3,Tidak,580000
TRX01211,2026-06-01,Bandung,Smartphone,Xiaomi Redmi Note 14,3300000,3,9900000,E-Wallet,Laki-laki,38,4,Tidak,400000
TRX01212,2026-04-29,Jakarta,Aksesoris,Power Bank,1150000,2,2300000,Kredit,Perempuan,38,5,Tidak,870000
TRX01213,2026-02-07,Malang,Smartphone,OPPO Reno 12,2550000,5,13394000,Tunai,Perempuan,59,5,Ya,490000
TRX01214,2026-06-10,Jakarta,Smartphone,OPPO Reno 12,4400000,2,8800000,Debit,Perempuan,45,2,Tidak,950000
TRX01215,2026-03-23,Surabaya,Elektronik Rumah Tangga,Kipas Angin,4450000,2,10546000,E-Wallet,Laki-laki,25,4,Ya,580000
TRX01216,2026-04-23,Bandung,Aksesoris,Headset Bluetooth,950000,1,1169000,Tunai,Perempuan,44,5,Ya,480000
TRX01217,2026-02-15,Bandung,Aksesoris,Mouse Wireless,600000,2,1200000,Debit,Laki-laki,51,5,Tidak,420000
TRX01218,2026-04-18,Surabaya,Aksesoris,Mouse Wireless,100000,5,500000,Debit,Perempuan,50,5,Tidak,530000
TRX01219,2026-04-04,Jakarta,Smartphone,OPPO Reno 12,7250000,6,43500000,Tunai,Laki-laki,48,5,Tidak,900000
TRX01220,2026-01-23,Malang,Smartphone,Xiaomi Redmi Note 14,8900000,1,8900000,Kredit,Perempuan,29,4,Tidak,460000
TRX01221,2026-05-18,Surabaya,Smartphone,Vivo V30,11600000,1,11600000,Kredit,Perempuan,52,1,Tidak,510000
TRX01222,2026-03-04,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,2350000,2,4700000,E-Wallet,Laki-laki,51,3,Tidak,400000
TRX01223,2026-01-06,Jakarta,Smartphone,Xiaomi Redmi Note 14,4900000,4,19600000,Debit,Laki-laki,52,3,Tidak,850000
TRX01224,2026-03-11,Malang,Aksesoris,Keyboard Mechanical,350000,3,1050000,Debit,Perempuan,19,4,Tidak,360000
TRX01225,2026-02-19,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,5700000,1,5700000,E-Wallet,Perempuan,51,4,Tidak,390000
TRX01226,2026-01-08,Malang,Smartphone,Samsung Galaxy A15,8750000,3,26250000,Debit,Laki-laki,52,4,Tidak,480000
TRX01227,2026-03-07,Surabaya,Laptop,ASUS Vivobook 14,12750000,5,63750000,Kredit,Laki-laki,28,4,Tidak,610000
TRX01228,2026-05-19,Surabaya,Elektronik Rumah Tangga,Kipas Angin,6250000,3,18750000,Tunai,Perempuan,58,4,Tidak,740000
TRX01229,2026-04-21,Surabaya,Aksesoris,Headset Bluetooth,1000000,2,2125000,Debit,Perempuan,55,4,Ya,440000
TRX01230,2026-04-25,Surabaya,Smartphone,Samsung Galaxy A15,11200000,4,54929000,Kredit,Perempuan,32,4,Ya,710000
TRX01231,2026-04-11,Bandung,Elektronik Rumah Tangga,Air Fryer,6600000,4,26400000,Debit,Laki-laki,40,5,Tidak,340000
TRX01232,2026-04-29,Bandung,Smartphone,OPPO Reno 12,5150000,2,10300000,Kredit,Perempuan,47,3,Tidak,380000
TRX01233,2026-01-24,Jakarta,Smartphone,OPPO Reno 12,9100000,1,9100000,Kredit,Perempuan,31,5,Tidak,980000
TRX01234,2026-04-28,Surabaya,Smartphone,Xiaomi Redmi Note 14,4300000,2,8600000,E-Wallet,Laki-laki,26,4,Tidak,530000
TRX01235,2026-06-22,Jakarta,Laptop,HP 14,8750000,4,35000000,Kredit,Perempuan,45,4,Tidak,900000
TRX01236,2026-06-03,Jakarta,Smartphone,OPPO Reno 12,3100000,3,9300000,Debit,Laki-laki,39,5,Tidak,800000
TRX01237,2026-05-13,Surabaya,Smartphone,Samsung Galaxy A15,7900000,1,7900000,Debit,Perempuan,27,4,Tidak,350000
TRX01238,2026-01-13,Jakarta,Aksesoris,Mouse Wireless,1050000,1,1146000,E-Wallet,Laki-laki,59,4,Ya,900000
TRX01239,2026-06-16,Malang,Aksesoris,Headset Bluetooth,1000000,3,3000000,E-Wallet,Laki-laki,42,4,Tidak,430000
TRX01240,2026-05-04,Malang,Laptop,HP 14,11700000,3,41661000,Tunai,Perempuan,58,2,Ya,510000
TRX01241,2026-01-25,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",7050000,5,37046000,Tunai,Laki-laki,56,5,Ya,500000
TRX01242,2026-05-04,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,6600000,1,6600000,Tunai,Perempuan,31,2,Tidak,940000
TRX01243,2026-05-15,Bandung,Smartphone,OPPO Reno 12,3650000,2,7300000,Kredit,Laki-laki,57,4,Tidak,360000
TRX01244,2026-04-16,Jakarta,Smartphone,Vivo V30,7950000,4,39274000,Tunai,Laki-laki,20,4,Ya,790000
TRX01245,2026-01-28,Malang,Elektronik Rumah Tangga,Air Fryer,6000000,2,12000000,Debit,Laki-laki,28,2,Tidak,420000
TRX01246,2026-04-25,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,400000,1,400000,E-Wallet,Perempuan,44,4,Tidak,980000
TRX01247,2026-05-22,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,2450000,1,2450000,Debit,Perempuan,36,5,Tidak,580000
TRX01248,2026-05-12,Jakarta,Elektronik Rumah Tangga,Air Fryer,5300000,4,25958000,Tunai,Perempuan,58,4,Ya,790000
TRX01249,2026-01-18,Surabaya,Aksesoris,Headset Bluetooth,1000000,1,1000000,Kredit,Laki-laki,42,5,Tidak,570000
TRX01250,2026-05-09,Surabaya,Aksesoris,Keyboard Mechanical,50000,1,50000,Debit,Laki-laki,49,5,Tidak,520000
TRX01251,2026-02-07,Malang,Smartphone,Xiaomi Redmi Note 14,7000000,1,7000000,Debit,Laki-laki,35,3,Tidak,500000
TRX01252,2026-02-24,Surabaya,Aksesoris,Headset Bluetooth,900000,4,3600000,Debit,Perempuan,32,2,Tidak,750000
TRX01253,2026-05-07,Jakarta,Smartphone,Samsung Galaxy A15,6850000,2,13700000,Kredit,Perempuan,38,4,Tidak,1070000
TRX01254,2026-05-01,Malang,Laptop,ASUS Vivobook 14,16350000,2,32700000,E-Wallet,Perempuan,19,1,Tidak,480000
TRX01255,2026-04-21,Malang,Aksesoris,Mouse Wireless,550000,2,1100000,Tunai,Perempuan,53,4,Tidak,410000
TRX01256,2026-02-05,Bandung,Laptop,HP 14,10100000,3,35530000,Debit,Perempuan,40,5,Ya,400000
TRX01257,2026-01-07,Jakarta,Smartphone,Vivo V30,2550000,2,5452000,E-Wallet,Perempuan,38,5,Ya,810000
TRX01258,2026-03-09,Malang,Aksesoris,Headset Bluetooth,500000,2,1000000,E-Wallet,Perempuan,38,3,Tidak,590000
TRX01259,2026-05-09,Malang,Elektronik Rumah Tangga,Kipas Angin,3300000,3,12198000,Tunai,Perempuan,21,2,Ya,330000
TRX01260,2026-01-22,Jakarta,Smartphone,Xiaomi Redmi Note 14,4050000,1,4277000,Kredit,Perempuan,50,2,Ya,680000
TRX01261,2026-01-18,Bandung,Smartphone,Vivo V30,3450000,1,3450000,Tunai,Perempuan,37,5,Tidak,350000
TRX01262,2026-06-21,Surabaya,Smartphone,Xiaomi Redmi Note 14,6500000,6,39000000,Tunai,Laki-laki,30,5,Tidak,520000
TRX01263,2026-02-15,Surabaya,Laptop,ASUS Vivobook 14,8650000,5,43250000,Debit,Perempuan,48,5,Tidak,620000
TRX01264,2026-03-28,Jakarta,Elektronik Rumah Tangga,Air Fryer,7100000,5,39845000,E-Wallet,Laki-laki,26,5,Ya,1000000
TRX01265,2026-01-04,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,3500000,3,10500000,Tunai,Laki-laki,34,4,Tidak,700000
TRX01266,2026-06-24,Malang,Aksesoris,Mouse Wireless,1000000,1,1220000,E-Wallet,Perempuan,38,3,Ya,480000
TRX01267,2026-03-07,Surabaya,Smartphone,Samsung Galaxy A15,6000000,2,14218000,Tunai,Perempuan,37,5,Ya,540000
TRX01268,2026-03-21,Bandung,Smartphone,Samsung Galaxy A15,4400000,1,5176000,E-Wallet,Laki-laki,31,4,Ya,500000
TRX01269,2026-06-27,Bandung,Laptop,ASUS Vivobook 14,15750000,1,15750000,Tunai,Laki-laki,33,4,Tidak,430000
TRX01270,2026-02-02,Bandung,Elektronik Rumah Tangga,Kipas Angin,6000000,2,12000000,Tunai,Perempuan,25,4,Tidak,370000
TRX01271,2026-05-15,Jakarta,Aksesoris,Headset Bluetooth,150000,5,750000,Kredit,Perempuan,59,1,Tidak,830000
TRX01272,2026-06-20,Malang,Elektronik Rumah Tangga,"Smart TV 43""",4650000,2,9300000,Tunai,Perempuan,41,3,Tidak,410000
TRX01273,2026-01-08,Jakarta,Laptop,Acer Aspire 5,14550000,6,87300000,Tunai,Perempuan,39,3,Tidak,1040000
TRX01274,2026-01-24,Malang,Laptop,Lenovo IdeaPad Slim 3,17400000,2,34800000,Debit,Perempuan,39,3,Tidak,500000
TRX01275,2026-05-12,Surabaya,Aksesoris,Keyboard Mechanical,1100000,2,2477000,Debit,Perempuan,36,3,Ya,560000
TRX01276,2026-04-30,Bandung,Laptop,HP 14,16700000,1,18189000,Tunai,Laki-laki,32,4,Ya,460000
TRX01277,2026-02-07,Surabaya,Laptop,HP 14,9700000,2,19400000,Kredit,Perempuan,45,4,Tidak,650000
TRX01278,2026-04-11,Surabaya,Aksesoris,Headset Bluetooth,650000,2,1300000,E-Wallet,Perempuan,36,4,Tidak,550000
